p1_clean,p2_clean,neighborhood,neighborhood_transferred,fusion,cooccurence,homology,coexpression,coexpression_transferred,experiments,experiments_transferred,database,database_transferred,textmining,textmining_transferred,combined_score
b1676,b2925,0,62,0,0,0,279,200,0,92,800,0,600,100,954
b1676,b1852,0,96,0,0,0,52,126,0,0,800,0,784,156,966
b1676,b3919,0,86,0,574,0,139,688,0,0,0,0,741,156,971
b1676,b0474,0,79,0,0,0,79,62,0,63,900,0,169,143,931
b1676,b2935,0,76,0,0,0,45,347,0,71,800,0,790,133,974
b1676,b2297,0,197,0,0,0,110,218,0,0,0,0,645,138,797
b1676,b0116,0,48,0,0,0,0,73,0,0,500,0,608,100,815
b1676,b0008,0,61,0,0,0,0,122,0,0,800,0,543,110,920
b1676,b1854,0,0,0,185,803,95,0,0,0,900,0,211,0,934
b1676,b0114,0,45,0,0,0,47,118,0,0,900,0,501,141,957
b1676,b2465,0,76,0,0,0,43,347,0,71,800,0,500,133,940
b1702,b4014,0,0,0,0,0,49,59,0,0,0,0,731,151,768
b1702,b2935,0,0,0,0,0,46,66,0,0,800,0,896,149,981
b1702,b2097,0,106,0,0,0,0,70,0,0,800,0,453,87,901
b1702,b3956,0,0,0,0,0,0,0,0,0,900,0,811,285,985
b1702,b3403,0,0,0,0,0,48,0,0,0,900,0,897,283,992
b1702,b2297,0,60,0,0,0,0,0,0,0,0,0,630,316,741
b1702,b0008,0,61,0,0,0,49,0,0,0,800,0,680,137,941
b1702,b1479,0,0,0,0,0,55,58,0,0,900,0,730,284,979
b1702,b2926,0,81,0,0,0,0,0,0,0,0,0,603,286,716
b1702,b0903,0,50,0,0,0,0,0,0,0,900,0,524,62,951
b1702,b0720,0,0,0,0,0,69,70,0,0,0,0,740,156,784
b1702,b1854,0,0,0,0,0,0,0,0,0,900,0,809,155,982
b1702,b2464,0,61,0,0,0,0,0,0,0,800,0,530,137,913
b1702,b2465,0,0,0,0,0,0,66,0,0,800,0,505,149,910
b1702,b3114,0,50,0,0,0,0,0,0,0,900,0,385,62,937
b1702,b0114,0,0,0,0,0,0,0,0,0,900,0,530,208,959
b1702,b1676,0,0,0,0,0,0,0,0,0,900,0,880,155,988
b1702,b1723,0,97,0,420,0,0,0,0,0,0,0,472,108,720
b1702,b1136,0,0,0,0,0,181,126,0,0,0,0,644,284,793
b1702,b2133,0,68,0,0,0,53,0,0,0,900,0,95,99,914
b1702,b2286,0,185,0,0,0,68,130,0,0,0,0,810,318,898
b1702,b1380,0,94,0,153,0,0,0,0,0,900,0,529,137,963
b1702,b2779,0,158,0,0,0,0,0,0,0,900,0,519,284,967
b1702,b1779,0,96,0,0,0,0,0,0,0,0,0,711,157,760
b1702,b4232,0,67,0,0,0,228,72,0,0,0,0,624,285,787
b1702,b3916,0,61,0,0,0,0,0,0,0,0,0,641,286,738
b1702,b2463,0,107,0,0,0,150,0,0,0,900,0,735,316,983
b1702,b0118,0,0,0,0,0,72,346,0,0,0,0,504,208,729
b1702,b3951,0,50,0,0,0,0,0,0,0,900,0,78,62,906
b1702,b4015,0,0,0,0,0,71,89,0,0,0,0,789,207,839
b1702,b1852,0,0,0,0,0,0,0,0,0,800,0,684,203,945
b1702,b2925,0,68,0,0,0,0,0,0,0,800,0,390,133,888
b1702,b2296,0,91,0,0,0,0,0,0,0,0,0,731,155,775
b1702,b4025,0,108,0,0,0,0,0,0,0,800,0,624,286,945
b1702,b2415,0,65,0,0,0,0,56,0,0,500,0,500,0,749
b1723,b1702,0,97,0,420,0,0,0,0,0,0,0,472,108,720
b1723,b2097,0,75,0,190,0,303,118,0,0,900,0,787,0,987
b1723,b2935,0,0,0,0,0,0,0,0,0,900,0,330,112,935
b1723,b1676,0,74,0,0,0,52,0,0,0,0,0,701,110,735
b1723,b2465,0,0,0,0,0,337,0,0,0,900,0,506,112,967
b1723,b2464,0,0,0,0,0,369,133,0,0,900,0,120,93,948
b1723,b1854,0,74,0,0,0,55,54,0,0,0,0,736,110,770
b1723,b0008,0,0,0,0,0,0,133,0,0,900,0,265,93,934
b1723,b3916,0,0,0,0,0,53,0,0,0,900,0,894,149,990
b1723,b4232,0,0,0,0,0,0,0,0,0,900,0,839,142,984
b1723,b2415,0,60,0,0,0,46,0,0,0,800,0,672,83,936
b1723,b4025,0,97,0,0,0,0,0,0,0,900,0,731,155,976
b1723,b3925,0,0,0,0,0,0,0,0,0,900,0,326,0,929
b1723,b4090,0,98,0,0,0,0,664,0,0,0,0,324,158,804
b1723,b2925,0,62,0,176,0,54,147,0,0,900,0,523,100,965
b1761,b0116,0,62,0,0,0,0,219,0,0,800,0,265,133,889
b1761,b1524,0,0,0,0,0,0,0,0,0,900,0,0,137,910
b1761,b0451,0,109,0,0,0,0,58,0,0,0,0,645,286,758
b1761,b3212,0,241,0,0,0,345,54,0,802,900,0,789,462,998
b1761,b0485,0,0,0,0,0,0,0,0,0,900,0,45,137,910
b1761,b1136,0,0,0,0,0,82,154,0,80,800,577,505,286,972
b1761,b3403,0,84,0,0,0,0,75,0,0,800,0,119,208,860
b1761,b3956,0,0,0,0,0,303,0,0,0,0,0,501,286,729
b1761,b0720,0,0,0,0,0,55,288,0,66,800,0,505,147,934
b1761,b3236,0,0,0,0,0,73,146,0,0,800,0,328,286,910
b1761,b3213,0,62,0,0,0,274,55,0,199,900,0,530,153,973
b1761,b0726,0,0,0,0,0,0,89,0,89,800,0,451,283,922
b1761,b3870,0,61,0,0,0,104,54,0,0,900,0,894,155,991
b1779,b2463,0,193,0,0,0,0,0,0,0,0,0,503,314,700
b1779,b1852,0,67,0,0,0,80,349,0,89,800,0,645,156,960
b1779,b3919,0,98,895,644,0,184,761,0,285,900,0,892,155,999
b1779,b2925,0,62,0,0,0,721,372,0,85,900,0,878,100,997
b1779,b1136,0,0,0,0,0,343,137,0,0,0,0,730,155,853
b1779,b0008,0,45,0,0,0,73,221,0,0,800,0,711,133,957
b1779,b3612,0,98,0,0,0,51,347,0,80,0,0,530,157,748
b1779,b1854,0,76,0,235,0,94,524,0,89,0,0,731,133,916
b1779,b2465,0,76,0,180,0,51,288,73,65,800,0,502,133,946
b1779,b2935,0,76,0,180,0,184,288,0,65,800,0,624,133,964
b1779,b2297,0,93,0,0,0,111,49,0,0,0,0,544,304,712
b1779,b2296,0,67,0,0,0,150,0,0,0,0,0,645,133,723
b1779,b4025,0,98,0,215,0,54,586,0,0,800,0,902,154,994
b1779,b2415,0,0,0,0,0,743,70,0,0,0,0,386,69,845
b1779,b2779,0,98,0,609,0,151,748,0,281,0,0,892,155,993
b1779,b4232,0,98,0,0,0,0,284,0,0,0,0,529,157,709
b1779,b3916,0,98,181,258,0,78,401,0,0,0,0,782,156,928
b1779,b2926,0,98,85,621,0,192,762,0,276,900,0,896,155,999
b1779,b3236,0,73,0,0,0,66,636,0,90,0,0,936,154,980
b1779,b0720,0,60,0,0,0,265,58,0,0,0,0,781,133,853
b1779,b2464,0,45,0,0,0,0,221,0,0,800,0,452,133,916
b1779,b1676,0,76,0,357,0,111,524,0,89,0,0,644,133,909
b1779,b0755,0,0,0,0,0,50,387,0,91,0,0,787,154,887
b1779,b2097,0,97,0,0,0,0,0,0,0,900,0,455,133,951
b1779,b3956,0,98,0,0,0,63,0,0,0,0,0,645,156,712
b1779,b3403,0,53,0,0,0,0,382,0,0,0,0,630,154,792
b1779,b2029,0,0,0,0,0,120,204,0,91,0,0,730,155,828
b1779,b1702,0,96,0,0,0,0,0,0,0,0,0,711,157,760
b1779,b1241,0,79,0,0,0,156,357,0,0,0,0,804,210,908
b1812,b1136,0,0,0,0,0,0,0,0,0,0,0,811,0,811
b1817,b1818,586,195,0,775,0,999,0,645,0,900,0,901,314,999
b1817,b2416,0,192,0,180,0,274,43,0,0,0,0,399,271,751
b1817,b1101,0,0,0,0,0,410,0,0,0,0,0,784,317,905
b1817,b2415,0,176,0,0,0,301,52,954,0,900,0,454,204,998
b1817,b1819,567,195,0,775,0,996,108,645,0,900,0,893,314,999
b1818,b1817,586,195,0,775,0,999,0,645,0,900,0,901,314,999
b1818,b2415,0,60,0,0,0,192,0,0,0,900,0,261,67,938
b1818,b1101,0,0,0,0,0,345,0,0,0,0,0,644,175,790
b1818,b1819,746,154,899,775,0,997,157,900,613,900,0,944,181,999
b1819,b1817,567,195,0,775,0,996,108,645,0,900,0,893,314,999
b1819,b1818,746,154,899,775,0,997,157,900,613,900,0,944,181,999
b1819,b1101,0,0,0,0,0,182,43,0,0,0,0,782,165,838
b1819,b2415,0,60,0,0,0,110,0,0,0,900,0,323,285,952
b1852,b3916,0,0,0,0,0,72,0,0,0,0,0,810,285,862
b1852,b2417,0,52,0,0,0,52,0,0,0,800,0,388,95,882
b1852,b3962,0,0,0,0,0,0,126,0,0,0,0,801,133,836
b1852,b1779,0,67,0,0,0,80,349,0,89,800,0,645,156,960
b1852,b4232,0,156,0,0,0,0,71,0,0,0,0,620,286,758
b1852,b2779,0,0,0,0,0,109,0,0,0,800,0,645,286,948
b1852,b1136,0,0,0,0,0,52,0,0,92,0,0,739,285,817
b1852,b1101,0,66,0,0,0,66,0,0,0,800,0,621,207,938
b1852,b4025,0,158,0,0,0,103,523,0,0,900,0,899,283,996
b1852,b2296,0,49,0,0,0,44,0,0,0,0,0,735,155,769
b1852,b1621,0,66,0,0,0,0,0,0,0,800,0,0,207,838
b1852,b3919,0,0,0,0,0,182,0,0,0,800,0,786,285,971
b1852,b2925,0,0,0,0,0,84,70,0,0,800,0,620,133,933
b1852,b3386,0,68,0,0,0,73,58,0,255,0,0,781,139,859
b1852,b2463,0,80,0,0,0,0,221,0,0,0,0,643,316,801
b1852,b4395,0,54,0,0,0,0,54,0,0,800,0,147,147,846
b1852,b1241,0,105,0,0,0,65,0,0,88,0,0,543,309,715
b1852,b1702,0,0,0,0,0,0,0,0,0,800,0,684,203,945
b1852,b2029,0,158,899,767,0,66,722,0,159,0,0,903,283,999
b1852,b1611,0,0,0,0,0,43,50,0,0,0,0,737,285,806
b1852,b3403,0,0,0,0,0,0,0,0,0,0,0,781,285,836
b1852,b2297,0,0,0,0,0,55,385,0,0,0,0,731,316,878
b1852,b3956,0,158,0,0,0,109,0,0,0,0,0,810,285,884
b1852,b2097,0,0,0,0,0,0,0,0,0,800,0,287,87,858
b1852,b2935,0,98,0,0,0,72,350,0,214,0,0,874,155,943
b1852,b0755,0,0,0,0,0,68,54,0,91,800,0,452,281,922
b1852,b1676,0,96,0,0,0,52,126,0,0,800,0,784,156,966
b1852,b0114,0,0,0,0,0,77,0,0,0,800,0,522,211,921
b1852,b2914,0,158,0,208,0,55,57,0,0,0,0,731,285,859
b1852,b2465,0,98,0,0,0,46,350,0,214,0,0,624,155,827
b1852,b2464,0,98,0,0,0,51,345,0,171,0,0,732,156,870
b1852,b0767,0,157,0,178,0,52,0,0,0,900,0,606,124,972
b1852,b0720,0,0,0,0,0,0,69,0,0,0,0,731,155,769
b1852,b1854,263,96,0,0,0,95,126,0,0,800,0,731,156,969
b1852,b2926,0,0,0,0,0,114,0,0,0,0,0,680,286,779
b1852,b3612,0,0,0,0,0,0,127,0,0,800,0,120,213,862
b1852,b3236,0,0,0,0,0,0,72,0,0,0,0,644,286,743
b1852,b0008,0,98,0,0,0,88,345,0,171,0,0,805,156,909
b1854,b1723,0,74,0,0,0,55,54,0,0,0,0,736,110,770
b1854,b1380,0,72,0,0,0,0,155,0,94,900,0,388,124,953
b1854,b2463,0,195,0,0,0,0,224,0,115,900,0,621,314,982
b1854,b2925,0,62,0,0,0,57,200,0,92,800,0,643,100,946
b1854,b3919,0,86,0,503,0,116,688,0,0,0,0,644,156,953
b1854,b1852,263,96,0,0,0,95,126,0,0,800,0,731,156,969
b1854,b2935,0,76,0,0,0,0,347,0,71,800,0,737,133,968
b1854,b0474,0,79,0,0,0,66,62,0,63,900,0,107,143,925
b1854,b2297,0,197,0,0,0,84,218,0,0,0,0,622,138,778
b1854,b0116,0,48,0,0,0,0,73,0,0,500,0,478,100,754
b1854,b0008,0,61,0,0,0,54,122,0,0,800,0,529,110,919
b1854,b3612,0,97,0,0,0,46,230,0,0,0,0,601,157,736
b1854,b2465,0,76,0,0,0,0,347,0,71,800,0,454,133,934
b1854,b0114,0,45,0,0,0,0,118,0,0,900,0,385,141,947
b1854,b2133,0,0,0,0,0,46,0,0,66,900,0,164,87,919
b1854,b2779,0,98,0,0,0,108,671,0,90,900,0,780,156,994
b1854,b1779,0,76,0,235,0,94,524,0,89,0,0,731,133,916
b1854,b3916,0,98,0,184,0,68,747,0,78,0,0,808,154,966
b1854,b3951,0,0,0,0,0,0,54,0,0,900,0,0,98,907
b1854,b4025,0,98,0,173,0,46,734,0,0,800,0,789,156,991
b1854,b0755,0,91,474,0,0,0,285,0,0,0,0,703,156,898
b1854,b3956,0,0,0,0,0,53,0,0,0,900,0,783,154,980
b1854,b2097,0,65,0,0,0,68,0,0,0,800,0,605,128,929
b1854,b3403,0,0,0,0,0,43,0,0,0,900,0,805,156,982
b1854,b1702,0,0,0,0,0,0,0,0,0,900,0,809,155,982
b1854,b1479,0,76,0,0,0,0,120,0,115,900,0,600,146,969
b1854,b0903,0,0,0,0,0,133,54,140,0,900,0,327,98,947
b1854,b3236,0,95,0,197,0,0,361,0,245,0,0,524,157,826
b1854,b2926,0,98,0,476,0,135,528,0,87,0,0,829,156,967
b1854,b2464,0,61,0,0,0,43,122,0,0,800,0,324,110,882
b1854,b3114,0,0,0,0,0,0,54,0,0,900,0,147,98,917
b1854,b1676,0,0,0,185,803,95,0,0,0,900,0,211,0,934
b2029,b2464,0,76,0,0,0,0,527,0,111,0,0,731,133,892
b2029,b0767,0,157,0,219,0,69,0,0,0,900,0,529,135,969
b2029,b0720,0,0,0,0,0,68,106,0,68,0,0,623,150,705
b2029,b2926,0,0,0,0,0,75,386,0,92,0,0,453,286,761
b2029,b3236,0,0,0,0,0,50,0,0,66,0,0,624,286,729
b2029,b0008,0,76,0,0,0,144,527,0,111,0,0,809,133,932
b2029,b2465,0,95,0,0,0,0,683,0,157,0,0,624,154,909
b2029,b2914,0,0,0,0,0,68,125,0,0,900,0,731,285,981
b2029,b3956,0,0,0,0,0,0,0,0,0,0,0,781,213,820
b2029,b2935,0,95,0,0,0,109,683,0,157,0,0,806,154,956
b2029,b3919,0,0,0,0,0,72,210,0,0,0,0,731,285,840
b2029,b1852,0,158,899,767,0,66,722,0,159,0,0,903,283,999
b2029,b3386,0,75,0,0,0,80,0,0,135,900,0,804,139,984
b2029,b4025,0,155,0,0,0,0,150,0,0,0,0,875,284,927
b2029,b4090,0,154,0,0,0,0,0,0,0,900,0,459,169,956
b2029,b1136,0,0,0,0,0,154,125,0,91,0,0,644,286,797
b2029,b3916,0,109,0,0,0,71,139,0,0,0,0,730,285,837
b2029,b1779,0,0,0,0,0,120,204,0,91,0,0,730,155,828
b2029,b3962,0,52,0,0,0,0,107,0,81,0,0,644,128,714
b2029,b2779,0,0,0,0,0,109,361,0,65,0,0,508,286,778
b2097,b1854,0,65,0,0,0,68,0,0,0,800,0,605,128,929
b2097,b2464,0,59,0,0,0,754,126,0,0,900,0,389,50,985
b2097,b0008,0,59,0,0,0,0,126,0,0,900,0,330,50,938
b2097,b3612,0,61,0,0,0,0,0,0,0,800,0,381,140,886
b2097,b1676,0,65,0,0,0,47,0,0,0,800,0,651,128,935
b2097,b2465,0,85,0,0,0,700,97,0,0,900,0,523,0,986
b2097,b0114,0,0,0,0,0,0,0,0,0,800,0,274,0,848
b2097,b2935,0,85,0,0,0,0,97,0,0,900,0,389,0,942
b2097,b0755,0,98,0,0,0,50,54,0,0,800,0,623,104,932
b2097,b4395,0,0,0,0,0,0,0,0,0,800,0,510,0,897
b2097,b1702,0,106,0,0,0,0,70,0,0,800,0,453,87,901
b2097,b1852,0,0,0,0,0,0,0,0,0,800,0,287,87,858
b2097,b1621,0,0,0,0,0,0,0,0,0,800,0,0,43,800
b2097,b3919,0,95,0,0,0,66,54,0,0,900,0,642,156,970
b2097,b2925,0,61,0,0,0,43,0,0,0,900,0,808,91,981
b2097,b4025,0,0,0,0,0,0,0,0,0,800,0,477,143,902
b2097,b1101,0,0,0,0,0,0,0,0,0,800,0,120,45,817
b2097,b3925,0,0,0,0,0,0,0,0,0,900,0,95,104,911
b2097,b1723,0,75,0,190,0,303,118,0,0,900,0,787,0,987
b2097,b1779,0,97,0,0,0,0,0,0,0,900,0,455,133,951
b2097,b4232,0,98,0,0,0,0,0,0,0,900,0,389,133,945
b2097,b3916,0,98,0,0,0,45,0,0,0,900,0,543,142,960
b2097,b2417,0,0,0,0,0,84,0,0,0,800,0,200,0,840
b2097,b2779,0,56,0,0,0,46,52,0,0,800,0,430,143,897
b2133,b2463,0,101,0,0,0,94,70,0,0,900,0,147,205,936
b2133,b3951,0,0,0,0,0,0,0,0,0,900,0,0,46,900
b2133,b1380,0,61,0,0,0,0,0,0,92,900,0,809,93,982
b2133,b1676,0,0,0,0,0,0,0,0,66,900,0,74,87,910
b2133,b3114,0,0,0,0,0,0,0,0,0,900,0,200,46,917
b2133,b0114,0,0,0,0,0,47,0,0,0,900,0,385,0,936
b2133,b1854,0,0,0,0,0,46,0,0,66,900,0,164,87,919
b2133,b1479,0,41,0,0,0,0,65,0,0,900,0,0,68,905
b2133,b0903,0,0,0,0,0,47,0,0,0,900,0,580,46,956
b2133,b3603,0,98,0,217,0,0,88,0,0,0,0,738,94,819
b2133,b1702,0,68,0,0,0,53,0,0,0,900,0,95,99,914
b2276,b2280,467,157,0,774,0,856,850,900,731,900,0,952,228,999
b2276,b4153,0,0,0,0,0,0,248,0,0,500,0,268,146,733
b2276,b2283,447,157,0,717,0,790,803,800,738,900,192,818,285,999
b2276,b2287,276,157,0,774,0,207,853,800,738,900,710,599,286,999
b2276,b2279,467,157,0,775,0,913,840,900,731,900,0,896,283,999
b2276,b3738,0,109,0,0,0,53,719,0,0,0,0,46,286,809
b2276,b2278,467,154,16,328,608,960,746,900,636,900,0,565,200,999
b2276,b2277,773,154,19,327,609,939,828,900,731,900,771,862,284,999
b2276,b2288,269,157,0,775,0,109,836,980,676,900,739,642,286,999
b2276,b2282,447,157,0,775,0,880,847,800,738,900,739,960,218,999
b2276,b2284,369,157,0,338,0,706,538,800,738,900,192,810,285,999
b2276,b2285,369,157,0,440,0,335,476,800,738,900,266,815,285,999
b2276,b2281,461,109,0,773,0,920,551,800,590,900,248,873,139,999
b2276,b2286,369,216,0,774,0,340,973,800,802,900,821,930,319,999
b2277,b4153,0,0,0,0,0,0,403,0,0,500,0,105,143,740
b2277,b2280,467,157,567,773,0,800,854,800,729,900,0,940,281,999
b2277,b2278,467,110,0,326,611,810,801,900,636,900,0,618,157,999
b2277,b3738,0,109,0,0,0,66,863,0,0,0,0,50,286,908
b2277,b2279,467,157,0,774,0,827,853,800,729,900,0,893,283,999
b2277,b2276,773,154,19,327,609,939,828,900,731,900,771,862,284,999
b2277,b2287,276,157,0,774,0,163,855,800,738,900,735,455,286,999
b2277,b2283,447,157,0,681,0,893,839,800,738,900,222,810,285,999
b2277,b2281,461,109,0,770,0,747,682,800,590,900,260,934,138,999
b2277,b2285,369,157,0,379,0,387,856,800,738,900,303,810,285,999
b2277,b2284,369,157,0,277,0,710,835,800,738,900,222,878,284,999
b2277,b2282,447,157,0,775,0,756,856,800,738,900,753,942,280,999
b2277,b2288,269,157,0,774,0,119,821,961,710,900,753,529,286,999
b2277,b2286,369,216,0,774,0,389,994,800,802,900,821,961,318,999
b2278,b2280,773,154,606,773,0,967,757,900,636,900,0,938,208,999
b2278,b2276,467,154,16,328,608,960,746,900,636,900,0,565,200,999
b2278,b2279,773,154,0,775,0,992,716,900,636,900,0,922,209,999
b2278,b2287,406,98,0,774,0,335,740,800,634,900,0,395,158,999
b2278,b2283,736,108,0,639,0,755,702,800,619,900,0,870,155,999
b2278,b2277,467,110,0,326,611,810,801,900,636,900,0,618,157,999
b2278,b2284,584,98,0,261,0,754,696,800,619,900,0,876,155,999
b2278,b2285,584,98,0,340,0,694,626,800,619,900,0,804,154,999
b2278,b2288,393,98,0,775,0,192,578,961,621,900,0,523,157,999
b2278,b2282,736,108,2,775,0,953,754,800,634,900,0,948,210,999
b2278,b2281,762,83,0,771,0,984,530,800,369,900,0,876,105,999
b2278,b2286,584,199,2,774,0,736,907,800,802,900,0,879,316,999
b2279,b2280,773,154,0,775,0,981,800,900,731,900,0,936,281,999
b2279,b2277,467,157,0,774,0,827,853,800,729,900,0,893,283,999
b2279,b2278,773,154,0,775,0,992,716,900,636,900,0,922,209,999
b2279,b2287,406,157,0,775,0,661,859,800,732,900,0,502,286,999
b2279,b2276,467,157,0,775,0,913,840,900,731,900,0,896,283,999
b2279,b2283,736,155,0,678,0,866,702,800,685,900,0,780,285,999
b2279,b2281,762,84,0,774,0,972,681,800,576,900,0,871,139,999
b2279,b2284,584,156,0,388,0,866,782,800,685,900,0,685,206,999
b2279,b2285,584,156,0,413,0,781,525,800,685,900,0,731,285,999
b2279,b2288,393,157,0,775,0,359,831,980,676,900,0,624,286,999
b2279,b2282,736,155,0,775,0,987,745,800,732,900,0,931,281,999
b2279,b2286,584,216,0,774,0,774,982,900,802,900,0,872,319,999
b2280,b2286,584,216,0,775,0,756,921,900,802,900,0,938,319,999
b2280,b2278,773,154,606,773,0,967,757,900,636,900,0,938,208,999
b2280,b2277,467,157,567,773,0,800,854,800,729,900,0,940,281,999
b2280,b2283,736,155,0,772,0,754,817,800,685,900,0,810,285,999
b2280,b2287,406,157,0,774,0,579,806,800,738,900,0,519,286,999
b2280,b2276,467,157,0,774,0,856,850,900,731,900,0,952,228,999
b2280,b2279,773,154,0,775,0,981,800,900,731,900,0,936,281,999
b2280,b2281,762,88,0,775,0,988,679,800,576,900,0,947,139,999
b2280,b2288,393,157,0,775,0,369,695,980,676,900,0,644,286,999
b2280,b2282,736,155,0,774,0,983,798,900,731,900,0,979,211,999
b2280,b2285,584,156,0,718,0,747,763,800,685,900,0,731,217,999
b2280,b2284,584,156,0,669,0,804,838,800,685,900,0,829,214,999
b2281,b2277,461,109,0,770,0,747,682,800,590,900,260,934,138,999
b2281,b2278,762,83,0,771,0,984,530,800,369,900,0,876,105,999
b2281,b2287,411,84,0,775,0,665,538,900,582,900,295,530,139,999
b2281,b2276,461,109,0,773,0,920,551,800,590,900,248,873,139,999
b2281,b2279,762,84,0,774,0,972,681,800,576,900,0,871,139,999
b2281,b2283,746,91,0,774,0,979,649,900,582,900,271,881,139,999
b2281,b4153,0,0,0,0,0,0,516,0,91,500,0,119,94,792
b2281,b0728,0,44,0,0,0,427,343,0,0,0,0,232,111,709
b2281,b4154,0,56,0,0,0,0,399,0,79,500,0,156,94,753
b2281,b2280,762,88,0,775,0,988,679,800,576,900,0,947,139,999
b2281,b2286,592,195,0,775,0,754,899,900,802,900,821,975,313,999
b2281,b2284,592,84,0,707,0,846,537,900,582,900,128,931,139,999
b2281,b2285,592,84,0,741,0,754,537,900,582,900,128,810,139,999
b2281,b2282,746,91,814,774,0,990,680,900,582,900,260,945,139,999
b2281,b2288,397,84,0,774,0,307,534,900,582,900,260,644,139,999
b2282,b2281,746,91,814,774,0,990,680,900,582,900,260,945,139,999
b2282,b2285,613,156,0,334,0,756,846,800,738,900,303,810,285,999
b2282,b2284,613,156,0,287,0,936,802,800,738,900,222,880,284,999
b2282,b2288,409,157,0,775,0,352,862,900,731,900,753,523,286,999
b2282,b2286,613,215,29,775,0,830,961,900,802,900,821,982,318,999
b2282,b0727,0,0,0,0,0,560,54,0,0,0,0,386,0,722
b2282,b4153,0,59,0,0,0,0,398,0,0,500,0,206,136,770
b2282,b2280,736,155,0,774,0,983,798,900,731,900,0,979,211,999
b2282,b2277,447,157,0,775,0,756,856,800,738,900,753,942,280,999
b2282,b2278,736,108,2,775,0,953,754,800,634,900,0,948,210,999
b2282,b3738,0,108,0,0,0,102,863,0,0,0,0,53,286,912
b2282,b2276,447,157,0,775,0,880,847,800,738,900,739,960,218,999
b2282,b2279,736,155,0,775,0,987,745,800,732,900,0,931,281,999
b2282,b2287,423,157,0,775,0,696,858,900,731,900,735,395,286,999
b2282,b2283,773,154,622,644,0,873,811,800,738,900,222,871,284,999
b2283,b0733,0,0,0,0,0,0,0,0,0,500,0,386,142,713
b2283,b2276,447,157,0,717,0,790,803,800,738,900,192,818,285,999
b2283,b2279,736,155,0,678,0,866,702,800,685,900,0,780,285,999
b2283,b2287,423,157,0,740,0,635,860,900,731,900,749,380,286,999
b2283,b2278,736,108,0,639,0,755,702,800,619,900,0,870,155,999
b2283,b2277,447,157,0,681,0,893,839,800,738,900,222,810,285,999
b2283,b2280,736,155,0,772,0,754,817,800,685,900,0,810,285,999
b2283,b0723,0,60,0,0,0,314,524,0,109,0,0,285,158,797
b2283,b0728,0,49,0,0,0,420,390,0,90,0,0,205,210,762
b2283,b0727,0,0,0,0,0,680,245,0,89,0,0,275,111,832
b2283,b4154,0,60,0,0,0,0,524,0,109,500,0,164,158,827
b2283,b4153,0,0,0,0,0,0,660,0,161,500,0,208,157,887
b2283,b3734,0,61,0,0,0,222,669,0,84,0,0,328,286,868
b2283,b3733,0,60,0,0,0,335,713,0,109,0,0,163,217,870
b2283,b0724,0,0,0,0,0,289,660,0,161,0,0,289,157,856
b2283,b0721,0,0,0,0,0,109,737,0,0,0,0,286,284,864
b2283,b2286,613,215,0,774,0,812,977,983,802,900,821,926,319,999
b2283,b2282,773,154,622,644,0,873,811,800,738,900,222,871,284,999
b2283,b2288,409,157,0,715,0,336,710,800,738,900,222,456,286,999
b2283,b2284,613,156,21,751,0,984,787,907,730,900,422,958,221,999
b2283,b2285,613,156,0,770,0,859,850,933,724,900,664,954,226,999
b2283,b2281,746,91,0,774,0,979,649,900,582,900,271,881,139,999
b2283,b0726,0,0,0,0,0,662,249,0,70,0,0,205,64,792
b2284,b2280,584,156,0,669,0,804,838,800,685,900,0,829,214,999
b2284,b0723,0,55,0,0,0,431,761,0,107,0,0,458,147,934
b2284,b4154,0,55,0,0,0,0,761,0,107,500,0,326,147,928
b2284,b0727,0,0,0,0,0,646,126,0,80,0,0,386,158,826
b2284,b4153,0,0,0,0,0,0,644,0,111,500,0,201,156,873
b2284,b3734,0,0,0,0,0,149,671,0,82,0,0,330,284,854
b2284,b3731,0,0,0,0,0,76,841,0,0,0,0,169,200,889
b2284,b2283,613,156,21,751,0,984,787,907,730,900,422,958,221,999
b2284,b2276,369,157,0,338,0,706,538,800,738,900,192,810,285,999
b2284,b2279,584,156,0,388,0,866,782,800,685,900,0,685,206,999
b2284,b2287,520,157,0,560,0,851,850,900,731,900,222,605,286,999
b2284,b2278,584,98,0,261,0,754,696,800,619,900,0,876,155,999
b2284,b2277,369,157,0,277,0,710,835,800,738,900,222,878,284,999
b2284,b2288,501,157,0,369,0,647,800,800,738,900,222,601,286,999
b2284,b2282,613,156,0,287,0,936,802,800,738,900,222,880,284,999
b2284,b2285,773,154,857,775,0,988,728,901,731,900,653,979,211,999
b2284,b2281,592,84,0,707,0,846,537,900,582,900,128,931,139,999
b2284,b0726,0,0,0,162,0,701,149,0,70,0,0,269,281,871
b2284,b3733,0,0,0,0,0,275,741,0,93,0,0,94,213,856
b2284,b0724,0,0,0,0,0,381,644,0,111,0,0,204,156,844
b2284,b3213,0,65,899,0,0,51,0,0,0,0,0,205,103,925
b2284,b0721,0,0,0,0,0,167,511,0,0,0,0,330,231,762
b2284,b2286,773,214,462,577,0,983,917,900,802,900,821,933,319,999
b2285,b3734,0,0,0,0,0,137,654,0,0,0,0,265,285,822
b2285,b0727,0,0,0,0,0,634,120,0,89,0,0,385,69,801
b2285,b4154,0,0,0,0,0,0,391,0,92,500,0,153,151,764
b2285,b0728,0,50,0,0,0,664,303,0,91,0,0,120,105,803
